seed,p_visible,n0,method,label,loss_type,tau_pinball,loss,train_loss,mse,huber,logcosh,smooth_pinball,pinball,train_mse,train_huber,train_logcosh,train_smooth_pinball,train_pinball,trained_objective,ridge,num_parameters,status,error,truth_type,noise_type,sigma,split_mode,clean_T,train_samples,test_samples,train_ratio,r_poly,k_union,k_sffa,r_sffa,optimizer
42,0.6,124,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,20.533475875854492,19.913177490234375,,,,20.533475875854492,,,,,19.913177490234375,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,20.58409309387207,19.958602905273438,,,,20.58409309387207,,,,,19.958602905273438,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,19.658788681030273,18.9445743560791,,,,19.658788681030273,,,,,18.9445743560791,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,17.639585494995117,16.83453941345215,,,,17.639585494995117,,,,,16.83453941345215,,smooth_pinball,0.0,40,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,rg_alg,Random-group algebra,smooth_pinball,0.8,14.423280715942383,13.13243293762207,,,,14.423280715942383,,,,,13.13243293762207,,smooth_pinball,0.0,1111,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,13.058829307556152,11.424702644348145,,,,13.058829307556152,,,,,11.424702644348145,,smooth_pinball,0.0,1111,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
42,0.6,124,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,13.581427574157715,12.095518112182617,,,,13.581427574157715,,,,,12.095518112182617,,mse_closed_form,0.0,15376,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,20.36982536315918,19.79288101196289,,,,20.36982536315918,,,,,19.79288101196289,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,20.312883377075195,19.743928909301758,,,,20.312883377075195,,,,,19.743928909301758,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,19.338098526000977,18.74003791809082,,,,19.338098526000977,,,,,18.74003791809082,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,17.273624420166016,16.578676223754883,,,,17.273624420166016,,,,,16.578676223754883,,smooth_pinball,0.0,40,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,rg_alg,Random-group algebra,smooth_pinball,0.8,13.611080169677734,12.77255630493164,,,,13.611080169677734,,,,,12.77255630493164,,smooth_pinball,0.0,1111,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,12.860185623168945,11.348519325256348,,,,12.860185623168945,,,,,11.348519325256348,,smooth_pinball,0.0,1111,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
43,0.6,124,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,13.765096664428711,12.002108573913574,,,,13.765096664428711,,,,,12.002108573913574,,mse_closed_form,0.0,15376,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
44,0.6,124,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,19.45147705078125,19.172704696655273,,,,19.45147705078125,,,,,19.172704696655273,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
44,0.6,124,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,19.438732147216797,19.175064086914062,,,,19.438732147216797,,,,,19.175064086914062,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
44,0.6,124,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,18.359485626220703,18.073083877563477,,,,18.359485626220703,,,,,18.073083877563477,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,10,10,3,lbfgs
