seed,p_visible,n0,method,label,loss_type,tau_pinball,loss,train_loss,mse,huber,logcosh,smooth_pinball,pinball,train_mse,train_huber,train_logcosh,train_smooth_pinball,train_pinball,trained_objective,ridge,num_parameters,status,error,truth_type,noise_type,sigma,split_mode,clean_T,train_samples,test_samples,train_ratio,r_poly,k_union,k_sffa,r_sffa,optimizer
42,0.3,62,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,22.06097412109375,20.813968658447266,,,,22.06097412109375,,,,,20.813968658447266,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,21.529003143310547,20.013904571533203,,,,21.529003143310547,,,,,20.013904571533203,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,20.899160385131836,19.59833335876465,,,,20.899160385131836,,,,,19.59833335876465,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,18.00164222717285,16.742464065551758,,,,18.00164222717285,,,,,16.742464065551758,,smooth_pinball,0.0,28,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,rg_alg,Random-group algebra,smooth_pinball,0.8,15.707596778869629,14.358819007873535,,,,15.707596778869629,,,,,14.358819007873535,,smooth_pinball,0.0,400,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,13.70683479309082,11.94771671295166,,,,13.70683479309082,,,,,11.94771671295166,,smooth_pinball,0.0,400,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
42,0.3,62,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,16.39816665649414,14.177164077758789,,,,16.39816665649414,,,,,14.177164077758789,,mse_closed_form,0.0,3844,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,21.2767276763916,20.41547393798828,,,,21.2767276763916,,,,,20.41547393798828,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,21.14455795288086,20.395322799682617,,,,21.14455795288086,,,,,20.395322799682617,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,20.212648391723633,19.45746421813965,,,,20.212648391723633,,,,,19.45746421813965,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,17.458837509155273,16.593416213989258,,,,17.458837509155273,,,,,16.593416213989258,,smooth_pinball,0.0,28,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,rg_alg,Random-group algebra,smooth_pinball,0.8,14.376718521118164,13.378104209899902,,,,14.376718521118164,,,,,13.378104209899902,,smooth_pinball,0.0,400,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,14.1575927734375,12.371479988098145,,,,14.1575927734375,,,,,12.371479988098145,,smooth_pinball,0.0,400,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
43,0.3,62,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,16.79804039001465,13.95239543914795,,,,16.79804039001465,,,,,13.95239543914795,,mse_closed_form,0.0,3844,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
44,0.3,62,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,19.81715965270996,19.50756072998047,,,,19.81715965270996,,,,,19.50756072998047,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
44,0.3,62,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,19.466033935546875,19.128074645996094,,,,19.466033935546875,,,,,19.128074645996094,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,7,7,3,lbfgs
