seed,p_visible,n0,method,label,loss_type,tau_pinball,loss,train_loss,mse,huber,logcosh,smooth_pinball,pinball,train_mse,train_huber,train_logcosh,train_smooth_pinball,train_pinball,trained_objective,ridge,num_parameters,status,error,truth_type,noise_type,sigma,split_mode,clean_T,train_samples,test_samples,train_ratio,r_poly,k_union,k_sffa,r_sffa,optimizer
42,0.4,82,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,21.72538185119629,21.10866928100586,,,,21.72538185119629,,,,,21.10866928100586,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,21.304548263549805,20.66312599182129,,,,21.304548263549805,,,,,20.66312599182129,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,20.190889358520508,19.295373916625977,,,,20.190889358520508,,,,,19.295373916625977,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,19.106224060058594,18.128276824951172,,,,19.106224060058594,,,,,18.128276824951172,,smooth_pinball,0.0,32,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,rg_alg,Random-group algebra,smooth_pinball,0.8,14.308934211730957,12.971187591552734,,,,14.308934211730957,,,,,12.971187591552734,,smooth_pinball,0.0,585,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,13.171998023986816,11.588179588317871,,,,13.171998023986816,,,,,11.588179588317871,,smooth_pinball,0.0,585,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
42,0.4,82,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,15.302006721496582,13.33389663696289,,,,15.302006721496582,,,,,13.33389663696289,,mse_closed_form,0.0,6724,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
43,0.4,82,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,20.915546417236328,20.113035202026367,,,,20.915546417236328,,,,,20.113035202026367,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
43,0.4,82,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,20.7570743560791,20.014314651489258,,,,20.7570743560791,,,,,20.014314651489258,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
43,0.4,82,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,20.357898712158203,19.731464385986328,,,,20.357898712158203,,,,,19.731464385986328,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
43,0.4,82,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,18.17064094543457,17.264461517333984,,,,18.17064094543457,,,,,17.264461517333984,,smooth_pinball,0.0,32,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
43,0.4,82,rg_alg,Random-group algebra,smooth_pinball,0.8,14.977643013000488,13.589191436767578,,,,14.977643013000488,,,,,13.589191436767578,,smooth_pinball,0.0,585,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,8,8,3,lbfgs
