seed,p_visible,n0,method,label,loss_type,tau_pinball,loss,train_loss,mse,huber,logcosh,smooth_pinball,pinball,train_mse,train_huber,train_logcosh,train_smooth_pinball,train_pinball,trained_objective,ridge,num_parameters,status,error,truth_type,noise_type,sigma,split_mode,clean_T,train_samples,test_samples,train_ratio,r_poly,k_union,k_sffa,r_sffa,optimizer
42,0.7,144,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,20.42246437072754,19.819263458251953,,,,20.42246437072754,,,,,19.819263458251953,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,20.451934814453125,19.828527450561523,,,,20.451934814453125,,,,,19.828527450561523,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,19.52425765991211,18.990787506103516,,,,19.52425765991211,,,,,18.990787506103516,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,dk_lap_poly,Distance-k Laplacian polynomial,smooth_pinball,0.8,16.787830352783203,15.847600936889648,,,,16.787830352783203,,,,,15.847600936889648,,smooth_pinball,0.0,44,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,rg_alg,Random-group algebra,smooth_pinball,0.8,14.51526927947998,13.365796089172363,,,,14.51526927947998,,,,,13.365796089172363,,smooth_pinball,0.0,1464,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,sffa,Distance-based Laplacian SFFA,smooth_pinball,0.8,12.979162216186523,11.225781440734863,,,,12.979162216186523,,,,,11.225781440734863,,smooth_pinball,0.0,1464,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
42,0.7,144,num_lmmse,Numerical LMMSE (MSE-trained baseline),smooth_pinball,0.8,13.247514724731445,11.781270027160645,,,,13.247514724731445,,,,,11.781270027160645,,mse_closed_form,0.0,20736,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
43,0.7,144,sub_lp,Induced-subgraph Laplacian polynomial,smooth_pinball,0.8,20.869972229003906,20.297401428222656,,,,20.869972229003906,,,,,20.297401428222656,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
43,0.7,144,kron_lp,Kron Laplacian polynomial,smooth_pinball,0.8,20.813085556030273,20.26716423034668,,,,20.813085556030273,,,,,20.26716423034668,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
43,0.7,144,union_lp,Union distance-Laplacian polynomial,smooth_pinball,0.8,19.78228187561035,19.31315040588379,,,,19.78228187561035,,,,,19.31315040588379,,smooth_pinball,0.0,4,ok,,hadamard,skew_bernoulli,20.0,ratio,34272,23990,10282,0.7,3,11,11,3,lbfgs
