seed,p_visible,n0,input_len,pred_len,method,label,loss_type,loss,train_loss,val_loss,mse,train_mse,val_mse,mae,train_mae,val_mae,num_parameters,status,error,raw_T,missing_timestamps,clean_T,train_ratio,val_ratio,test_ratio,train_end,val_end,test_end,train_block_T,val_block_T,test_block_T,adjacent_pairs_total,gap_pairs_total,drop_gap_windows,train_candidate_windows,train_windows,train_dropped_gap_windows,train_gap_pairs_in_block,train_first_window_start,train_last_window_start,val_candidate_windows,val_windows,val_dropped_gap_windows,val_gap_pairs_in_block,val_first_window_start,val_last_window_start,test_candidate_windows,test_windows,test_dropped_gap_windows,test_gap_pairs_in_block,test_first_window_start,test_last_window_start,loss_h1,val_loss_h1,train_loss_h1,loss_h2,val_loss_h2,train_loss_h2,loss_h3,val_loss_h3,train_loss_h3
42,0.4,82,12,3,dk_lp,Distance-k Laplacian polynomial,mse,69.14032745361328,60.363800048828125,60.73215103149414,69.14032745361328,60.363800048828125,60.73215103149414,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.478694915771484,39.40071487426758,40.73550796508789,70.65068054199219,62.10965347290039,62.35097885131836,92.29159545898438,80.68608856201172,78.00492095947266
42,0.4,82,12,3,rg_lp,Random-group Laplacian polynomial,mse,69.4521484375,60.9847297668457,61.047264099121094,69.4521484375,60.9847297668457,61.047264099121094,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.574703216552734,39.52198028564453,40.981388092041016,70.91862487792969,62.40468215942383,62.95435333251953,92.86309051513672,81.2151107788086,79.01844787597656
42,0.4,82,12,3,rg_alg,Random-group algebra,mse,68.9811782836914,60.394596099853516,60.72371292114258,68.9811782836914,60.394596099853516,60.72371292114258,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.415367126464844,39.40459060668945,40.69623565673828,70.45993041992188,62.08358383178711,62.37438201904297,92.06820678710938,80.68296813964844,78.11316680908203
42,0.4,82,12,3,kron_lp,Kron Laplacian polynomial,mse,69.3828125,60.78029251098633,60.93204116821289,69.3828125,60.78029251098633,60.93204116821289,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.558624267578125,39.47675323486328,40.91313171386719,70.86360168457031,62.29317092895508,62.752220153808594,92.7261962890625,81.02620697021484,78.675537109375
42,0.4,82,12,3,union_lp,Union Laplacian polynomial,mse,69.53327178955078,60.68376922607422,61.01487731933594,69.53327178955078,60.68376922607422,61.01487731933594,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.67544174194336,39.55314254760742,40.907997131347656,71.04244232177734,62.40367889404297,62.671058654785156,92.88191223144531,81.08780670166016,78.47225952148438
42,0.4,82,12,3,sffa,"(k,r)-SFFA",mse,68.72704315185547,59.97948455810547,60.454750061035156,68.72704315185547,59.97948455810547,60.454750061035156,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.3494987487793,39.31314468383789,40.59727478027344,70.26929473876953,61.84183883666992,61.980377197265625,91.56232452392578,80.20928192138672,77.36080932617188
42,0.5,103,12,3,ar,Node-wise AR on visible subgraph,mse,69.0890121459961,59.58064270019531,60.172119140625,69.0890121459961,59.58064270019531,60.172119140625,,,,3708,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.23674011230469,38.9307861328125,40.05104064941406,70.50605773925781,61.48197555541992,61.48307800292969,92.52425384521484,80.10359191894531,77.20780944824219
42,0.5,103,12,3,sub_lp,Subgraph Laplacian polynomial,mse,68.68150329589844,59.53367614746094,59.816463470458984,68.68150329589844,59.53367614746094,59.816463470458984,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.07121276855469,38.76694869995117,40.15473175048828,70.12872314453125,61.14579391479492,61.45356369018555,91.84457397460938,79.53662872314453,76.99273681640625
42,0.5,103,12,3,dk_lp,Distance-k Laplacian polynomial,mse,68.47852325439453,59.070533752441406,59.58368682861328,68.47852325439453,59.070533752441406,59.58368682861328,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.01263427734375,38.6861457824707,39.97047805786133,69.95939636230469,60.93540573120117,61.00879669189453,91.46353149414062,79.12950134277344,76.23233032226562
42,0.5,103,12,3,rg_lp,Random-group Laplacian polynomial,mse,68.68975067138672,59.55757522583008,59.843387603759766,68.68975067138672,59.55757522583008,59.843387603759766,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.063114166259766,38.77378463745117,40.15734100341797,70.13300323486328,61.16950607299805,61.47591018676758,91.87312316894531,79.58687591552734,77.03946685791016
42,0.5,103,12,3,rg_alg,Random-group algebra,mse,68.3845443725586,59.18724822998047,59.58815002441406,68.3845443725586,59.18724822998047,59.58815002441406,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.989601135253906,38.69443130493164,40.004886627197266,69.82357025146484,60.92382049560547,61.121517181396484,91.3404541015625,79.14620208740234,76.43534851074219
42,0.5,103,12,3,kron_lp,Kron Laplacian polynomial,mse,68.66162109375,59.45689392089844,59.785743713378906,68.66162109375,59.45689392089844,59.785743713378906,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.06061935424805,38.754913330078125,40.12202835083008,70.11642456054688,61.12196350097656,61.380916595458984,91.80780792236328,79.48033905029297,76.86775970458984
42,0.5,103,12,3,union_lp,Union Laplacian polynomial,mse,68.85307312011719,59.392860412597656,59.88995361328125,68.85307312011719,59.392860412597656,59.88995361328125,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.19425964355469,38.847633361816406,40.1313362121582,70.33956146240234,61.254608154296875,61.33549880981445,92.02540588378906,79.56761169433594,76.71175384521484
42,0.5,103,12,3,sffa,"(k,r)-SFFA",mse,68.16780090332031,58.71388244628906,59.28434753417969,68.16780090332031,58.71388244628906,59.28434753417969,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.91568374633789,38.597816467285156,39.84376525878906,69.66803741455078,60.64433288574219,60.66606521606445,90.919677734375,78.61089324951172,75.6318130493164
42,0.6,124,12,3,ar,Node-wise AR on visible subgraph,mse,68.68511199951172,59.49805450439453,60.06407928466797,68.68511199951172,59.49805450439453,60.06407928466797,,,,4464,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.81581497192383,38.67295837402344,39.828617095947266,70.08756256103516,61.41788101196289,61.410499572753906,92.15196228027344,80.10139465332031,77.25504302978516
42,0.6,124,12,3,sub_lp,Subgraph Laplacian polynomial,mse,68.18546295166016,59.33497619628906,59.61228561401367,68.18546295166016,59.33497619628906,59.61228561401367,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.61398696899414,38.48954391479492,39.890869140625,69.61769104003906,60.98567199707031,61.268062591552734,91.32469177246094,79.36166381835938,76.84599304199219
42,0.6,124,12,3,dk_lp,Distance-k Laplacian polynomial,mse,68.0541000366211,58.911170959472656,59.448577880859375,68.0541000366211,58.911170959472656,59.448577880859375,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.587135314941406,38.43556594848633,39.72595977783203,69.51959228515625,60.84117889404297,60.85813522338867,91.05554962158203,79.06898498535156,76.14939880371094
