seed,p_visible,n0,input_len,pred_len,method,label,loss_type,loss,train_loss,val_loss,mse,train_mse,val_mse,mae,train_mae,val_mae,num_parameters,status,error,raw_T,missing_timestamps,clean_T,train_ratio,val_ratio,test_ratio,train_end,val_end,test_end,train_block_T,val_block_T,test_block_T,adjacent_pairs_total,gap_pairs_total,drop_gap_windows,train_candidate_windows,train_windows,train_dropped_gap_windows,train_gap_pairs_in_block,train_first_window_start,train_last_window_start,val_candidate_windows,val_windows,val_dropped_gap_windows,val_gap_pairs_in_block,val_first_window_start,val_last_window_start,test_candidate_windows,test_windows,test_dropped_gap_windows,test_gap_pairs_in_block,test_first_window_start,test_last_window_start,loss_h1,val_loss_h1,train_loss_h1,loss_h2,val_loss_h2,train_loss_h2,loss_h3,val_loss_h3,train_loss_h3
44,0.5,103,12,3,dk_lp,Distance-k Laplacian polynomial,mse,68.7350845336914,59.7877197265625,59.984622955322266,68.7350845336914,59.7877197265625,59.984622955322266,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.22648239135742,39.04686737060547,40.596961975097656,70.29745483398438,61.441829681396484,61.79451370239258,91.6812973022461,79.46516418457031,76.97169494628906
44,0.5,103,12,3,rg_lp,Random-group Laplacian polynomial,mse,68.98323822021484,60.33868408203125,60.34864044189453,68.98323822021484,60.33868408203125,60.34864044189453,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.29330062866211,39.17898178100586,40.82577133178711,70.51361083984375,61.78932571411133,62.32880401611328,92.1427993774414,80.07760620117188,77.8614730834961
44,0.5,103,12,3,rg_alg,Random-group algebra,mse,68.57501220703125,59.985469818115234,60.07653045654297,68.57501220703125,59.985469818115234,60.07653045654297,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.132720947265625,39.07436752319336,40.65443801879883,70.100830078125,61.52396774291992,61.98717498779297,91.49150085449219,79.63124084472656,77.31480407714844
44,0.5,103,12,3,kron_lp,Kron Laplacian polynomial,mse,68.8191909790039,60.10258483886719,60.18076705932617,68.8191909790039,60.10258483886719,60.18076705932617,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.23529815673828,39.107322692871094,40.723167419433594,70.36251831054688,61.63126754760742,62.100738525390625,91.85977172851562,79.8037109375,77.48385620117188
44,0.5,103,12,3,union_lp,Union Laplacian polynomial,mse,69.03545379638672,60.1063346862793,60.28973388671875,69.03545379638672,60.1063346862793,60.28973388671875,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.37058639526367,39.20639419555664,40.75674057006836,70.60408782958984,61.77068328857422,62.123451232910156,92.1316909790039,79.89210510253906,77.4388198852539
44,0.5,103,12,3,sffa,"(k,r)-SFFA",mse,68.4095687866211,59.36870193481445,59.685401916503906,68.4095687866211,59.36870193481445,59.685401916503906,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.15266036987305,38.970699310302734,40.451698303222656,69.99345397949219,61.14926528930664,61.3848991394043,91.08256530761719,78.93624114990234,76.26952362060547
44,0.6,124,12,3,ar,Node-wise AR on visible subgraph,mse,70.4599609375,61.051998138427734,61.846378326416016,70.4599609375,61.051998138427734,61.846378326416016,,,,4464,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.900875091552734,39.87453842163086,41.046016693115234,71.98631286621094,63.27777099609375,63.025821685791016,94.49269104003906,82.38683319091797,79.08415985107422
44,0.6,124,12,3,sub_lp,Subgraph Laplacian polynomial,mse,69.97499084472656,60.90915298461914,61.37729263305664,69.97499084472656,60.90915298461914,61.37729263305664,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.72720718383789,39.67845916748047,41.12316131591797,71.52680969238281,62.81884765625,62.91121292114258,93.67093658447266,81.63459014892578,78.69308471679688
44,0.6,124,12,3,dk_lp,Distance-k Laplacian polynomial,mse,69.83675384521484,60.442893981933594,61.08549499511719,69.83675384521484,60.442893981933594,61.08549499511719,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.700565338134766,39.57471466064453,40.9340705871582,71.42113494873047,62.54180908203125,62.454193115234375,93.3885269165039,81.13996887207031,77.94043731689453
44,0.6,124,12,3,rg_lp,Random-group Laplacian polynomial,mse,70.0750732421875,61.0120735168457,61.449562072753906,70.0750732421875,61.0120735168457,61.449562072753906,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.7667350769043,39.71137619018555,41.168312072753906,71.62791442871094,62.892032623291016,63.01056671142578,93.83058166503906,81.74529266357422,78.85733795166016
44,0.6,124,12,3,rg_alg,Random-group algebra,mse,69.76841735839844,60.65146255493164,61.178504943847656,69.76841735839844,60.65146255493164,61.178504943847656,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.64395523071289,39.59575271606445,41.0058479309082,71.33222198486328,62.63459777832031,62.667118072509766,93.32906341552734,81.30516052246094,78.28141784667969
44,0.6,124,12,3,kron_lp,Kron Laplacian polynomial,mse,69.8716812133789,60.82319641113281,61.281436920166016,69.8716812133789,60.82319641113281,61.281436920166016,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.69612503051758,39.639488220214844,41.08433151245117,71.41395568847656,62.72785568237305,62.8300666809082,93.50496673583984,81.47696685791016,78.55519104003906
44,0.6,124,12,3,union_lp,Union Laplacian polynomial,mse,70.22517395019531,60.816322326660156,61.48761749267578,70.22517395019531,60.816322326660156,61.48761749267578,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.88393783569336,39.77948760986328,41.11693572998047,71.82527923583984,62.9782600402832,62.84135818481445,93.96629333496094,81.70512390136719,78.49068450927734
44,0.6,124,12,3,sffa,"(k,r)-SFFA",mse,69.56255340576172,60.10017395019531,60.75446319580078,69.56255340576172,60.10017395019531,60.75446319580078,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.627418518066406,39.4747200012207,40.81421661376953,71.16671752929688,62.2207145690918,62.12054443359375,92.89350891113281,80.56796264648438,77.36576080322266
44,0.7,144,12,3,ar,Node-wise AR on visible subgraph,mse,70.58724212646484,60.69255447387695,61.833160400390625,70.58724212646484,60.69255447387695,61.833160400390625,,,,5184,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.91661834716797,39.87470245361328,40.64519119262695,72.09451293945312,63.265438079833984,62.65251159667969,94.75060272216797,82.35932922363281,78.77996826171875
44,0.7,144,12,3,sub_lp,Subgraph Laplacian polynomial,mse,70.048583984375,60.469215393066406,61.31303405761719,70.048583984375,60.469215393066406,61.31303405761719,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.71809768676758,39.65306091308594,40.67646026611328,71.59174346923828,62.768035888671875,62.45380401611328,93.83590698242188,81.51798248291016,78.27738952636719
44,0.7,144,12,3,dk_lp,Distance-k Laplacian polynomial,mse,69.93852996826172,60.043907165527344,61.0520133972168,69.93852996826172,60.043907165527344,61.0520133972168,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.69988250732422,39.5623893737793,40.51416015625,71.50768280029297,62.52103805541992,62.04204177856445,93.60802459716797,81.07258605957031,77.5755386352539
44,0.7,144,12,3,rg_lp,Random-group Laplacian polynomial,mse,70.11711883544922,60.56531524658203,61.36387634277344,70.11711883544922,60.56531524658203,61.36387634277344,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.73721694946289,39.66184616088867,40.71330642700195,71.64433288574219,62.8068733215332,62.544837951660156,93.96981048583984,81.62289428710938,78.43782043457031
44,0.7,144,12,3,rg_alg,Random-group algebra,mse,69.8243179321289,60.26148223876953,61.10480499267578,69.8243179321289,60.26148223876953,61.10480499267578,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.63970947265625,39.58367919921875,40.58514404296875,71.3669204711914,62.56161117553711,62.26264572143555,93.46631622314453,81.16912078857422,77.93666076660156
44,0.7,144,12,3,kron_lp,Kron Laplacian polynomial,mse,70.03184509277344,60.40229034423828,61.27815246582031,70.03184509277344,60.40229034423828,61.27815246582031,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.715293884277344,39.64086151123047,40.64669418334961,71.5864486694336,62.73735046386719,62.3859977722168,93.79379272460938,81.45624542236328,78.1741714477539
44,0.7,144,12,3,union_lp,Union Laplacian polynomial,mse,70.3524169921875,60.41603088378906,61.42485046386719,70.3524169921875,60.41603088378906,61.42485046386719,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.902801513671875,39.76755905151367,40.69792938232422,71.93865966796875,62.922996520996094,62.42619323730469,94.21577453613281,81.58397674560547,78.12399291992188
44,0.7,144,12,3,sffa,"(k,r)-SFFA",mse,69.70186614990234,59.723262786865234,60.75467300415039,69.70186614990234,59.723262786865234,60.75467300415039,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.65729522705078,39.47934341430664,40.40314483642578,71.2922592163086,62.231285095214844,61.73042297363281,93.15603637695312,80.55339050292969,77.0362319946289
45,0.3,62,12,3,ar,Node-wise AR on visible subgraph,mse,67.272216796875,58.02018737792969,58.194618225097656,67.272216796875,58.02018737792969,58.194618225097656,,,,2232,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.405269622802734,38.31431198120117,39.4098014831543,68.58915710449219,59.46205520629883,59.89151382446289,89.82221221923828,76.8074951171875,74.7592544555664
45,0.3,62,12,3,sub_lp,Subgraph Laplacian polynomial,mse,67.05467987060547,58.22786331176758,58.06397247314453,67.05467987060547,58.22786331176758,58.06397247314453,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.320556640625,38.30304718017578,39.63466262817383,68.38275909423828,59.3512077331543,60.140296936035156,89.4607162475586,76.53768157958984,74.90863037109375
45,0.3,62,12,3,dk_lp,Distance-k Laplacian polynomial,mse,66.84722900390625,57.60917282104492,57.73143005371094,66.84722900390625,57.60917282104492,57.73143005371094,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.26534652709961,38.17527770996094,39.35519027709961,68.2219467163086,59.04963302612305,59.54806900024414,89.05436706542969,75.96937561035156,73.92424774169922
45,0.3,62,12,3,rg_lp,Random-group Laplacian polynomial,mse,67.01958465576172,58.209774017333984,58.03840255737305,67.01958465576172,58.209774017333984,58.03840255737305,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.304019927978516,38.289241790771484,39.6236572265625,68.33954620361328,59.31891632080078,60.11981201171875,89.41519927978516,76.50704193115234,74.88583374023438
45,0.3,62,12,3,rg_alg,Random-group algebra,mse,66.79883575439453,57.62006378173828,57.649410247802734,66.79883575439453,57.62006378173828,57.649410247802734,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.215354919433594,38.107933044433594,39.325138092041016,68.13656616210938,58.946327209472656,59.534061431884766,89.04458618164062,75.89397430419922,74.00099182128906
45,0.3,62,12,3,kron_lp,Kron Laplacian polynomial,mse,67.01746368408203,58.00470733642578,57.97259521484375,67.01746368408203,58.00470733642578,57.97259521484375,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.31318664550781,38.257530212402344,39.5184440612793,68.37190246582031,59.278564453125,59.922237396240234,89.3672866821289,76.38167572021484,74.57344055175781
45,0.3,62,12,3,union_lp,Union Laplacian polynomial,mse,67.01750946044922,57.78623580932617,57.88942337036133,67.01750946044922,57.78623580932617,57.88942337036133,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.34600830078125,38.26872253417969,39.45637893676758,68.38847351074219,59.2110710144043,59.71862030029297,89.3180160522461,76.1884765625,74.18370819091797
45,0.3,62,12,3,sffa,"(k,r)-SFFA",mse,66.60963439941406,57.156681060791016,57.52141571044922,66.60963439941406,57.156681060791016,57.52141571044922,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.21116638183594,38.11961364746094,39.18478012084961,68.01520538330078,58.85325622558594,59.10824203491211,88.60250091552734,75.59137725830078,73.17701721191406
45,0.4,82,12,3,ar,Node-wise AR on visible subgraph,mse,67.664306640625,58.10906982421875,58.57070541381836,67.664306640625,58.10906982421875,58.57070541381836,,,,2952,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.68358612060547,38.45207595825195,39.255088806152344,69.05884552001953,59.89295959472656,59.97991180419922,90.25048828125,77.36709594726562,75.09220123291016
45,0.4,82,12,3,sub_lp,Subgraph Laplacian polynomial,mse,67.27865600585938,58.1776237487793,58.298274993896484,67.27865600585938,58.1776237487793,58.298274993896484,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.53473663330078,38.393798828125,39.40639114379883,68.67276763916016,59.63051986694336,60.09412384033203,89.62842559814453,76.87051391601562,75.03236389160156
45,0.4,82,12,3,dk_lp,Distance-k Laplacian polynomial,mse,67.1342544555664,57.68534851074219,58.03342056274414,67.1342544555664,57.68534851074219,58.03342056274414,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.499351501464844,38.294578552246094,39.1978645324707,68.56905364990234,59.38823699951172,59.61836624145508,89.33433532714844,76.41744232177734,74.23981475830078
45,0.4,82,12,3,rg_lp,Random-group Laplacian polynomial,mse,67.31790924072266,58.20178985595703,58.316192626953125,67.31790924072266,58.20178985595703,58.316192626953125,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.558998107910156,38.41327667236328,39.42555618286133,68.7078628540039,59.6433219909668,60.1150016784668,89.68687438964844,76.89197540283203,75.0648193359375
45,0.4,82,12,3,rg_alg,Random-group algebra,mse,66.94451904296875,57.70835494995117,58.007328033447266,66.94451904296875,57.70835494995117,58.007328033447266,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.3955078125,38.25434494018555,39.16214370727539,68.3470458984375,59.34135818481445,59.62598419189453,89.09098815917969,76.42627716064453,74.33694458007812
45,0.4,82,12,3,kron_lp,Kron Laplacian polynomial,mse,67.2928695678711,58.055747985839844,58.28411102294922,67.2928695678711,58.055747985839844,58.28411102294922,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.550811767578125,38.38918685913086,39.35146713256836,68.71276092529297,59.631919860839844,59.97190475463867,89.61502838134766,76.83123016357422,74.84387969970703
45,0.4,82,12,3,union_lp,Union Laplacian polynomial,mse,67.37699127197266,57.898529052734375,58.207122802734375,67.37699127197266,57.898529052734375,58.207122802734375,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.618282318115234,38.39271545410156,39.31398010253906,68.81129455566406,59.57313537597656,59.83106231689453,89.70137786865234,76.65552520751953,74.55055236816406
45,0.4,82,12,3,sffa,"(k,r)-SFFA",mse,66.83982849121094,57.28409194946289,57.78080368041992,66.83982849121094,57.28409194946289,57.78080368041992,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,43.41696548461914,38.22248840332031,39.047332763671875,68.30054473876953,59.144813537597656,59.228824615478516,88.80196380615234,75.9751205444336,73.57611846923828
45,0.5,103,12,3,ar,Node-wise AR on visible subgraph,mse,69.6007080078125,60.13084030151367,60.81944274902344,69.6007080078125,60.13084030151367,60.81944274902344,,,,3708,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.53925323486328,39.439510345458984,40.18520736694336,71.04512023925781,62.27029037475586,62.075870513916016,93.21773529052734,80.74852752685547,78.13143920898438
45,0.5,103,12,3,sub_lp,Subgraph Laplacian polynomial,mse,69.12239074707031,60.10383224487305,60.46967315673828,69.12239074707031,60.10383224487305,60.46967315673828,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.371543884277344,39.38618469238281,40.30624771118164,70.58197784423828,61.93470764160156,62.09050750732422,92.41363525390625,80.08812713623047,77.91475677490234
45,0.5,103,12,3,dk_lp,Distance-k Laplacian polynomial,mse,68.96570587158203,59.60895919799805,60.2377815246582,68.96570587158203,59.60895919799805,60.2377815246582,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.34278869628906,39.3040885925293,40.112064361572266,70.46065521240234,61.71946716308594,61.6072998046875,92.09365844726562,79.68978881835938,77.10752868652344
45,0.5,103,12,3,rg_lp,Random-group Laplacian polynomial,mse,69.2188491821289,60.20233154296875,60.546546936035156,69.2188491821289,60.20233154296875,60.546546936035156,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.413116455078125,39.417354583740234,40.34500503540039,70.67765045166016,62.01390838623047,62.18412780761719,92.5657730102539,80.20835876464844,78.07787322998047
45,0.5,103,12,3,rg_alg,Random-group algebra,mse,68.85164642333984,59.70689010620117,60.178993225097656,68.85164642333984,59.70689010620117,60.178993225097656,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.297264099121094,39.26421356201172,40.11630630493164,70.30595397949219,61.64323425292969,61.70015335083008,91.95170593261719,79.62950897216797,77.3042221069336
45,0.5,103,12,3,kron_lp,Kron Laplacian polynomial,mse,69.15703582763672,60.011226654052734,60.48048782348633,69.15703582763672,60.011226654052734,60.48048782348633,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.403770446777344,39.39288330078125,40.26943588256836,70.6275634765625,61.95008850097656,61.99486541748047,92.43975830078125,80.09847259521484,77.7693862915039
45,0.5,103,12,3,union_lp,Union Laplacian polynomial,mse,69.32054901123047,59.90842056274414,60.51930618286133,69.32054901123047,59.90842056274414,60.51930618286133,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.51706314086914,39.46267318725586,40.25951385498047,70.82533264160156,62.02565002441406,61.9114875793457,92.61925506591797,80.06959533691406,77.55426025390625
45,0.5,103,12,3,sffa,"(k,r)-SFFA",mse,68.6681900024414,59.22178649902344,59.991825103759766,68.6681900024414,59.22178649902344,59.991825103759766,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.266902923583984,39.24467468261719,39.973243713378906,70.19232940673828,61.486751556396484,61.23236846923828,91.54534912109375,79.24403381347656,76.4597396850586
45,0.6,124,12,3,ar,Node-wise AR on visible subgraph,mse,70.5542984008789,60.58808517456055,61.98921585083008,70.5542984008789,60.58808517456055,61.98921585083008,,,,4464,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.200374603271484,40.237979888916016,40.6007080078125,72.04415893554688,63.45917892456055,62.55503845214844,94.4183578491211,82.27049255371094,78.6084976196289
45,0.6,124,12,3,sub_lp,Subgraph Laplacian polynomial,mse,70.04132080078125,60.4787712097168,61.55885696411133,70.04132080078125,60.4787712097168,61.55885696411133,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.031742095947266,40.136226654052734,40.66445541381836,71.55247497558594,63.049678802490234,62.482608795166016,93.53970336914062,81.49067687988281,78.28927612304688
45,0.6,124,12,3,dk_lp,Distance-k Laplacian polynomial,mse,69.92262268066406,60.05385971069336,61.32761001586914,69.92262268066406,60.05385971069336,61.32761001586914,,,,1080,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.01056671142578,40.05415725708008,40.493080139160156,71.46637725830078,62.827117919921875,62.065582275390625,93.29092407226562,81.10157775878906,77.60292053222656
45,0.6,124,12,3,rg_lp,Random-group Laplacian polynomial,mse,70.12026977539062,60.58571243286133,61.6362419128418,70.12026977539062,60.58571243286133,61.6362419128418,,,,432,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.05836486816406,40.16220474243164,40.706443786621094,71.62229919433594,63.11717224121094,62.58570861816406,93.68011474609375,81.62936401367188,78.4649887084961
45,0.6,124,12,3,rg_alg,Random-group algebra,mse,69.78590393066406,60.17981719970703,61.36105728149414,69.78590393066406,60.17981719970703,61.36105728149414,,,,3996,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,44.94672775268555,40.07221221923828,40.5380744934082,71.2937240600586,62.84318542480469,62.190467834472656,93.11723327636719,81.16778564453125,77.81090545654297
45,0.6,124,12,3,kron_lp,Kron Laplacian polynomial,mse,70.0575942993164,60.43485641479492,61.56570053100586,70.0575942993164,60.43485641479492,61.56570053100586,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.038936614990234,40.13745880126953,40.643985748291016,71.56871032714844,63.04948043823242,62.436275482177734,93.56513977050781,81.51016998291016,78.22431945800781
45,0.6,124,12,3,union_lp,Union Laplacian polynomial,mse,70.3229751586914,60.40101623535156,61.667564392089844,70.3229751586914,60.40101623535156,61.667564392089844,,,,144,ok,,34272,0,34272,0.7,0.1,0.2,23990,27417,34272,23990,3427,6855,34271,0,1,23976,23976,0,0,0,23975,3413,3413,0,0,23990,27402,6841,6841,0,0,27417,34257,45.20235824584961,40.24080276489258,40.66608428955078,71.87440490722656,63.1972541809082,62.421165466308594,93.89213562011719,81.56462860107422,78.11579895019531
